phone,calls_made,unique_b_parties,total_duration_s,calls_received,unique_a_parties,total_calls
+916817788029,0.0,0.0,0.0,3,3,3.0
+916808124739,0.0,0.0,0.0,3,3,3.0
+916805535724,0.0,0.0,0.0,3,3,3.0
+916805471977,0.0,0.0,0.0,3,3,3.0
+916829566964,0.0,0.0,0.0,3,3,3.0
+919825899719,0.0,0.0,0.0,3,3,3.0
+919833768767,0.0,0.0,0.0,3,3,3.0
+916800354264,0.0,0.0,0.0,3,3,3.0
+916836196926,0.0,0.0,0.0,3,3,3.0
+916800290789,0.0,0.0,0.0,3,3,3.0
+916798566130,0.0,0.0,0.0,3,3,3.0
+919824410359,0.0,0.0,0.0,3,3,3.0
+916844425870,0.0,0.0,0.0,3,3,3.0
+916846549948,0.0,0.0,0.0,3,3,3.0
+916852943667,0.0,0.0,0.0,3,3,3.0
+916853372598,0.0,0.0,0.0,3,3,3.0
+919819424988,0.0,0.0,0.0,3,3,3.0
+916856463007,0.0,0.0,0.0,3,3,3.0
+916859374514,0.0,0.0,0.0,3,3,3.0
+916859646693,0.0,0.0,0.0,3,3,3.0
+916870373857,0.0,0.0,0.0,3,3,3.0
+919845432607,0.0,0.0,0.0,3,3,3.0
+916780926228,0.0,0.0,0.0,3,3,3.0
+916778651793,0.0,0.0,0.0,3,3,3.0
+916777233145,0.0,0.0,0.0,3,3,3.0
+916694271830,0.0,0.0,0.0,3,3,3.0
+919797886333,0.0,0.0,0.0,3,3,3.0
+919796917516,0.0,0.0,0.0,3,3,3.0
+917076044566,0.0,0.0,0.0,3,3,3.0
+917080906313,0.0,0.0,0.0,3,3,3.0
+916624460002,0.0,0.0,0.0,3,3,3.0
+917082664462,0.0,0.0,0.0,3,3,3.0
+916622516919,0.0,0.0,0.0,3,3,3.0
+917089561001,0.0,0.0,0.0,3,3,3.0
+917093063244,0.0,0.0,0.0,3,3,3.0
+916622072864,0.0,0.0,0.0,3,3,3.0
+917096519723,0.0,0.0,0.0,3,3,3.0
+917104288939,0.0,0.0,0.0,3,3,3.0
+916607792833,0.0,0.0,0.0,3,3,3.0
+917106506157,0.0,0.0,0.0,3,3,3.0
+917115535602,0.0,0.0,0.0,3,3,3.0
+917118144737,0.0,0.0,0.0,3,3,3.0
+917125454096,0.0,0.0,0.0,3,3,3.0
+916597729437,0.0,0.0,0.0,3,3,3.0
+916597229756,0.0,0.0,0.0,3,3,3.0
+917128431157,0.0,0.0,0.0,3,3,3.0
+919887256418,0.0,0.0,0.0,3,3,3.0
+917128560339,0.0,0.0,0.0,3,3,3.0
+919757776904,0.0,0.0,0.0,3,3,3.0
+917131226950,0.0,0.0,0.0,3,3,3.0
+916592083194,0.0,0.0,0.0,3,3,3.0
+916581077157,0.0,0.0,0.0,3,3,3.0
+916580965077,0.0,0.0,0.0,3,3,3.0
+919888360513,0.0,0.0,0.0,3,3,3.0
+917077658132,0.0,0.0,0.0,3,3,3.0
+919766665573,0.0,0.0,0.0,3,3,3.0
+916984786280,0.0,0.0,0.0,3,3,3.0
+916627481193,0.0,0.0,0.0,3,3,3.0
+919796125491,0.0,0.0,0.0,3,3,3.0
+916987495439,0.0,0.0,0.0,3,3,3.0
+916988376155,0.0,0.0,0.0,3,3,3.0
+916988451568,0.0,0.0,0.0,3,3,3.0
+916994748733,0.0,0.0,0.0,3,3,3.0
+916997218793,0.0,0.0,0.0,3,3,3.0
+919865642719,0.0,0.0,0.0,3,3,3.0
+917005897921,0.0,0.0,0.0,3,3,3.0
+916680078278,0.0,0.0,0.0,3,3,3.0
+917008295543,0.0,0.0,0.0,3,3,3.0
+917011252566,0.0,0.0,0.0,3,3,3.0
+917015135674,0.0,0.0,0.0,3,3,3.0
+917015447369,0.0,0.0,0.0,3,3,3.0
+916670771375,0.0,0.0,0.0,3,3,3.0
+919782115890,0.0,0.0,0.0,3,3,3.0
+919778535983,0.0,0.0,0.0,3,3,3.0
+917025270258,0.0,0.0,0.0,3,3,3.0
+916646590452,0.0,0.0,0.0,3,3,3.0
+919873865972,0.0,0.0,0.0,3,3,3.0
+916639468985,0.0,0.0,0.0,3,3,3.0
+917051784838,0.0,0.0,0.0,3,3,3.0
+917053001040,0.0,0.0,0.0,3,3,3.0
+916634713532,0.0,0.0,0.0,3,3,3.0
+917068696597,0.0,0.0,0.0,3,3,3.0
+916628643685,0.0,0.0,0.0,3,3,3.0
+917491719524,0.0,0.0,0.0,3,3,3.0
+916814848475,0.0,0.0,0.0,3,3,3.0
+917495205879,0.0,0.0,0.0,3,3,3.0
+916170502137,0.0,0.0,0.0,3,3,3.0
+919656961580,0.0,0.0,0.0,3,3,3.0
+919978712841,0.0,0.0,0.0,3,3,3.0
+917632449017,0.0,0.0,0.0,3,3,3.0
+917640175475,0.0,0.0,0.0,3,3,3.0
+917642833032,0.0,0.0,0.0,3,3,3.0
+916128298611,0.0,0.0,0.0,3,3,3.0
+917644497344,0.0,0.0,0.0,3,3,3.0
+919652726749,0.0,0.0,0.0,3,3,3.0
+917654882188,0.0,0.0,0.0,3,3,3.0
+917655306498,0.0,0.0,0.0,3,3,3.0
+917655647373,0.0,0.0,0.0,3,3,3.0
+917656300944,0.0,0.0,0.0,3,3,3.0
+916111246980,0.0,0.0,0.0,3,3,3.0
+917663986754,0.0,0.0,0.0,3,3,3.0
+917675690261,0.0,0.0,0.0,3,3,3.0
+917682660872,0.0,0.0,0.0,3,3,3.0
+917683764674,0.0,0.0,0.0,3,3,3.0
+916106292087,0.0,0.0,0.0,3,3,3.0
+916105146516,0.0,0.0,0.0,3,3,3.0
+916164672379,0.0,0.0,0.0,3,3,3.0
+916173278606,0.0,0.0,0.0,3,3,3.0
+919679896878,0.0,0.0,0.0,3,3,3.0
+916188010291,0.0,0.0,0.0,3,3,3.0
+917551440270,0.0,0.0,0.0,3,3,3.0
+916266429832,0.0,0.0,0.0,3,3,3.0
+916251731553,0.0,0.0,0.0,3,3,3.0
+916249346483,0.0,0.0,0.0,3,3,3.0
+917561874564,0.0,0.0,0.0,3,3,3.0
+916245365434,0.0,0.0,0.0,3,3,3.0
+919668603924,0.0,0.0,0.0,3,3,3.0
+917572048184,0.0,0.0,0.0,3,3,3.0
+916221828993,0.0,0.0,0.0,3,3,3.0
+919972299269,0.0,0.0,0.0,3,3,3.0
+917578235515,0.0,0.0,0.0,3,3,3.0
+919975620610,0.0,0.0,0.0,3,3,3.0
+916199788549,0.0,0.0,0.0,3,3,3.0
+919666372985,0.0,0.0,0.0,3,3,3.0
+916198411845,0.0,0.0,0.0,3,3,3.0
+916192453103,0.0,0.0,0.0,3,3,3.0
+917594872344,0.0,0.0,0.0,3,3,3.0
+916189864817,0.0,0.0,0.0,3,3,3.0
+916188841453,0.0,0.0,0.0,3,3,3.0
+917686223703,0.0,0.0,0.0,3,3,3.0
+916101342976,0.0,0.0,0.0,3,3,3.0
+916098121887,0.0,0.0,0.0,3,3,3.0
+917700059077,0.0,0.0,0.0,3,3,3.0
+917755398473,0.0,0.0,0.0,3,3,3.0
+917756675509,0.0,0.0,0.0,3,3,3.0
+916031989439,0.0,0.0,0.0,3,3,3.0
+916030123201,0.0,0.0,0.0,3,3,3.0
+917760959657,0.0,0.0,0.0,3,3,3.0
+916028092720,0.0,0.0,0.0,3,3,3.0
+917777410396,0.0,0.0,0.0,3,3,3.0
+917778488497,0.0,0.0,0.0,3,3,3.0
+919632864418,0.0,0.0,0.0,3,3,3.0
+917781173350,0.0,0.0,0.0,3,3,3.0
+919632529782,0.0,0.0,0.0,3,3,3.0
+917782989759,0.0,0.0,0.0,3,3,3.0
+916021844635,0.0,0.0,0.0,3,3,3.0
+919632502596,0.0,0.0,0.0,3,3,3.0
+917792228131,0.0,0.0,0.0,3,3,3.0
+919996949508,0.0,0.0,0.0,3,3,3.0
+917798185132,0.0,0.0,0.0,3,3,3.0
+917798187724,0.0,0.0,0.0,3,3,3.0
+917807200605,0.0,0.0,0.0,3,3,3.0
+917753541735,0.0,0.0,0.0,3,3,3.0
+919992464728,0.0,0.0,0.0,3,3,3.0
+917743303723,0.0,0.0,0.0,3,3,3.0
+916066920775,0.0,0.0,0.0,3,3,3.0
+916095791836,0.0,0.0,0.0,3,3,3.0
+917704392995,0.0,0.0,0.0,3,3,3.0
+919983259652,0.0,0.0,0.0,3,3,3.0
+917707080897,0.0,0.0,0.0,3,3,3.0
+916088574902,0.0,0.0,0.0,3,3,3.0
+919985077624,0.0,0.0,0.0,3,3,3.0
+916083295717,0.0,0.0,0.0,3,3,3.0
+916080289131,0.0,0.0,0.0,3,3,3.0
+917726263883,0.0,0.0,0.0,3,3,3.0
+919992209000,0.0,0.0,0.0,3,3,3.0
+916066261635,0.0,0.0,0.0,3,3,3.0
+916065441336,0.0,0.0,0.0,3,3,3.0
+917732420782,0.0,0.0,0.0,3,3,3.0
+917736258994,0.0,0.0,0.0,3,3,3.0
+917737995435,0.0,0.0,0.0,3,3,3.0
+917738288136,0.0,0.0,0.0,3,3,3.0
+917739290233,0.0,0.0,0.0,3,3,3.0
+916047587750,0.0,0.0,0.0,3,3,3.0
+917549321657,0.0,0.0,0.0,3,3,3.0
+916121714755,0.0,0.0,0.0,3,3,3.0
+916276524991,0.0,0.0,0.0,3,3,3.0
+916293059263,0.0,0.0,0.0,3,3,3.0
+917511022478,0.0,0.0,0.0,3,3,3.0
+916315635757,0.0,0.0,0.0,3,3,3.0
+916324643050,0.0,0.0,0.0,3,3,3.0
+916271164200,0.0,0.0,0.0,3,3,3.0
+916310908425,0.0,0.0,0.0,3,3,3.0
+917504849924,0.0,0.0,0.0,3,3,3.0
+916309428698,0.0,0.0,0.0,3,3,3.0
+916268571931,0.0,0.0,0.0,3,3,3.0
+917530734079,0.0,0.0,0.0,3,3,3.0
+916320837332,0.0,0.0,0.0,3,3,3.0
+916288306109,0.0,0.0,0.0,3,3,3.0
+917539930178,0.0,0.0,0.0,3,3,3.0
+916317968288,0.0,0.0,0.0,3,3,3.0
+917506873145,0.0,0.0,0.0,3,3,3.0
+916287854505,0.0,0.0,0.0,3,3,3.0
+916271838376,0.0,0.0,0.0,3,3,3.0
+917527676988,0.0,0.0,0.0,3,3,3.0
+917513638214,0.0,0.0,0.0,3,3,3.0
+917518276376,0.0,0.0,0.0,3,3,3.0
+916272958503,0.0,0.0,0.0,3,3,3.0
+916311916264,0.0,0.0,0.0,3,3,3.0
+917503143823,0.0,0.0,0.0,3,3,3.0
+916054629084,0.0,0.0,0.0,2,2,2.0
+918791480902,0.0,0.0,0.0,2,2,2.0
+918771245383,0.0,0.0,0.0,2,2,2.0
+916065556662,0.0,0.0,0.0,2,2,2.0
+916696738582,0.0,0.0,0.0,2,2,2.0
+916688066085,0.0,0.0,0.0,2,2,2.0
+916043784941,0.0,0.0,0.0,2,2,2.0
+916682689900,0.0,0.0,0.0,2,2,2.0
+919954974105,0.0,0.0,0.0,2,2,2.0
+916344311627,0.0,0.0,0.0,2,2,2.0
+916370335679,0.0,0.0,0.0,2,2,2.0
+919257375989,0.0,0.0,0.0,2,2,2.0
+918777677650,0.0,0.0,0.0,2,2,2.0
+919107273367,0.0,0.0,0.0,2,2,2.0
+918783306096,0.0,0.0,0.0,2,2,2.0
+919431091244,0.0,0.0,0.0,2,2,2.0
+916360260790,0.0,0.0,0.0,2,2,2.0
+919862321077,0.0,0.0,0.0,2,2,2.0
+919264518107,0.0,0.0,0.0,2,2,2.0
+916701341547,0.0,0.0,0.0,2,2,2.0
+919062995446,0.0,0.0,0.0,2,2,2.0
+916057332465,0.0,0.0,0.0,2,2,2.0
+918794419976,0.0,0.0,0.0,2,2,2.0
+919340607843,0.0,0.0,0.0,2,2,2.0
+919858026181,0.0,0.0,0.0,2,2,2.0
+918784125754,0.0,0.0,0.0,2,2,2.0
+916057041955,0.0,0.0,0.0,2,2,2.0
+916699437212,0.0,0.0,0.0,2,2,2.0
+916067077980,0.0,0.0,0.0,2,2,2.0
+918995988797,0.0,0.0,0.0,2,2,2.0
+918794976710,0.0,0.0,0.0,2,2,2.0
+919240859306,0.0,0.0,0.0,2,2,2.0
+916642112559,0.0,0.0,0.0,2,2,2.0
+916638178156,0.0,0.0,0.0,2,2,2.0
+916637411513,0.0,0.0,0.0,2,2,2.0
+918816258306,0.0,0.0,0.0,2,2,2.0
+916635563334,0.0,0.0,0.0,2,2,2.0
+916634945995,0.0,0.0,0.0,2,2,2.0
+916374489681,0.0,0.0,0.0,2,2,2.0
+916300492516,0.0,0.0,0.0,2,2,2.0
+918823784399,0.0,0.0,0.0,2,2,2.0
+918824710455,0.0,0.0,0.0,2,2,2.0
+918825726512,0.0,0.0,0.0,2,2,2.0
+919419527417,0.0,0.0,0.0,2,2,2.0
+916634636250,0.0,0.0,0.0,2,2,2.0
+916631101188,0.0,0.0,0.0,2,2,2.0
+919417758881,0.0,0.0,0.0,2,2,2.0
+919235544820,0.0,0.0,0.0,2,2,2.0
+919883143473,0.0,0.0,0.0,2,2,2.0
+916300955549,0.0,0.0,0.0,2,2,2.0
+916302207571,0.0,0.0,0.0,2,2,2.0
+916069784452,0.0,0.0,0.0,2,2,2.0
+919873801150,0.0,0.0,0.0,2,2,2.0
+916679623213,0.0,0.0,0.0,2,2,2.0
+918795495502,0.0,0.0,0.0,2,2,2.0
+919278454860,0.0,0.0,0.0,2,2,2.0
+919866873317,0.0,0.0,0.0,2,2,2.0
+916673018708,0.0,0.0,0.0,2,2,2.0
+919989890458,0.0,0.0,0.0,2,2,2.0
+916305887076,0.0,0.0,0.0,2,2,2.0
+918798887876,0.0,0.0,0.0,2,2,2.0
+919346119526,0.0,0.0,0.0,2,2,2.0
+916667575249,0.0,0.0,0.0,2,2,2.0
+916081343432,0.0,0.0,0.0,2,2,2.0
+919867340203,0.0,0.0,0.0,2,2,2.0
+919246791637,0.0,0.0,0.0,2,2,2.0
+919871500637,0.0,0.0,0.0,2,2,2.0
+919872382866,0.0,0.0,0.0,2,2,2.0
+918807944189,0.0,0.0,0.0,2,2,2.0
+918808627778,0.0,0.0,0.0,2,2,2.0
+919866782850,0.0,0.0,0.0,2,2,2.0
+916344104571,0.0,0.0,0.0,2,2,2.0
+919854373513,0.0,0.0,0.0,2,2,2.0
+919300301606,0.0,0.0,0.0,2,2,2.0
+916788942061,0.0,0.0,0.0,2,2,2.0
+919836192973,0.0,0.0,0.0,2,2,2.0
+918703871190,0.0,0.0,0.0,2,2,2.0
+916324890352,0.0,0.0,0.0,2,2,2.0
+919305748655,0.0,0.0,0.0,2,2,2.0
+919305113498,0.0,0.0,0.0,2,2,2.0
+916787332407,0.0,0.0,0.0,2,2,2.0
+919304769355,0.0,0.0,0.0,2,2,2.0
+919840197027,0.0,0.0,0.0,2,2,2.0
+919444854462,0.0,0.0,0.0,2,2,2.0
+916020685967,0.0,0.0,0.0,2,2,2.0
+918707745815,0.0,0.0,0.0,2,2,2.0
+916331882741,0.0,0.0,0.0,2,2,2.0
+916781706228,0.0,0.0,0.0,2,2,2.0
+916779566750,0.0,0.0,0.0,2,2,2.0
+918721114433,0.0,0.0,0.0,2,2,2.0
+916337182237,0.0,0.0,0.0,2,2,2.0
+918722360834,0.0,0.0,0.0,2,2,2.0
+916793297790,0.0,0.0,0.0,2,2,2.0
+919314418621,0.0,0.0,0.0,2,2,2.0
+919336496698,0.0,0.0,0.0,2,2,2.0
+919833750628,0.0,0.0,0.0,2,2,2.0
+919998753454,0.0,0.0,0.0,2,2,2.0
+916006096847,0.0,0.0,0.0,2,2,2.0
+918680380317,0.0,0.0,0.0,2,2,2.0
+916806013106,0.0,0.0,0.0,2,2,2.0
+916007170292,0.0,0.0,0.0,2,2,2.0
+919449009942,0.0,0.0,0.0,2,2,2.0
+916327144918,0.0,0.0,0.0,2,2,2.0
+918686400555,0.0,0.0,0.0,2,2,2.0
+919321581888,0.0,0.0,0.0,2,2,2.0
+919316390875,0.0,0.0,0.0,2,2,2.0
+916010583187,0.0,0.0,0.0,2,2,2.0
+916012331782,0.0,0.0,0.0,2,2,2.0
+919318882247,0.0,0.0,0.0,2,2,2.0
+916326651284,0.0,0.0,0.0,2,2,2.0
+919094320720,0.0,0.0,0.0,2,2,2.0
+918690550606,0.0,0.0,0.0,2,2,2.0
+916013150062,0.0,0.0,0.0,2,2,2.0
+919316583791,0.0,0.0,0.0,2,2,2.0
+918723695057,0.0,0.0,0.0,2,2,2.0
+919368061545,0.0,0.0,0.0,2,2,2.0
+919081256051,0.0,0.0,0.0,2,2,2.0
+919067330004,0.0,0.0,0.0,2,2,2.0
+916740731677,0.0,0.0,0.0,2,2,2.0
+918749116807,0.0,0.0,0.0,2,2,2.0
+916339434731,0.0,0.0,0.0,2,2,2.0
+919436684409,0.0,0.0,0.0,2,2,2.0
+919071256012,0.0,0.0,0.0,2,2,2.0
+916739360967,0.0,0.0,0.0,2,2,2.0
+916314933418,0.0,0.0,0.0,2,2,2.0
+919850944100,0.0,0.0,0.0,2,2,2.0
+916313271572,0.0,0.0,0.0,2,2,2.0
+918728356702,0.0,0.0,0.0,2,2,2.0
+919284827559,0.0,0.0,0.0,2,2,2.0
+916038953473,0.0,0.0,0.0,2,2,2.0
+918763903335,0.0,0.0,0.0,2,2,2.0
+916722570684,0.0,0.0,0.0,2,2,2.0
+916039392407,0.0,0.0,0.0,2,2,2.0
+919234061063,0.0,0.0,0.0,2,2,2.0
+918767910614,0.0,0.0,0.0,2,2,2.0
+916042375009,0.0,0.0,0.0,2,2,2.0
+916744910798,0.0,0.0,0.0,2,2,2.0
+916745103110,0.0,0.0,0.0,2,2,2.0
+916747027907,0.0,0.0,0.0,2,2,2.0
+916754616202,0.0,0.0,0.0,2,2,2.0
+916771447560,0.0,0.0,0.0,2,2,2.0
+916769304017,0.0,0.0,0.0,2,2,2.0
+919993738946,0.0,0.0,0.0,2,2,2.0
+918729775859,0.0,0.0,0.0,2,2,2.0
+919368687376,0.0,0.0,0.0,2,2,2.0
+919295773554,0.0,0.0,0.0,2,2,2.0
+916027713880,0.0,0.0,0.0,2,2,2.0
+916320338715,0.0,0.0,0.0,2,2,2.0
+916763878548,0.0,0.0,0.0,2,2,2.0
+918735352729,0.0,0.0,0.0,2,2,2.0
+916318173674,0.0,0.0,0.0,2,2,2.0
+916028353809,0.0,0.0,0.0,2,2,2.0
+916760168031,0.0,0.0,0.0,2,2,2.0
+916757036051,0.0,0.0,0.0,2,2,2.0
+916756593710,0.0,0.0,0.0,2,2,2.0
+919289899613,0.0,0.0,0.0,2,2,2.0
+916756099704,0.0,0.0,0.0,2,2,2.0
+916378133635,0.0,0.0,0.0,2,2,2.0
+916299032493,0.0,0.0,0.0,2,2,2.0
+916378427913,0.0,0.0,0.0,2,2,2.0
+916488173704,0.0,0.0,0.0,2,2,2.0
+918927927483,0.0,0.0,0.0,2,2,2.0
+919937449854,0.0,0.0,0.0,2,2,2.0
+916495632780,0.0,0.0,0.0,2,2,2.0
+919162757830,0.0,0.0,0.0,2,2,2.0
+916199599990,0.0,0.0,0.0,2,2,2.0
+916427608170,0.0,0.0,0.0,2,2,2.0
+916492548168,0.0,0.0,0.0,2,2,2.0
+916200871286,0.0,0.0,0.0,2,2,2.0
+919131984097,0.0,0.0,0.0,2,2,2.0
+918944942031,0.0,0.0,0.0,2,2,2.0
+916429000124,0.0,0.0,0.0,2,2,2.0
+916484863519,0.0,0.0,0.0,2,2,2.0
+918938635137,0.0,0.0,0.0,2,2,2.0
+916434681319,0.0,0.0,0.0,2,2,2.0
+916482049080,0.0,0.0,0.0,2,2,2.0
+916217470445,0.0,0.0,0.0,2,2,2.0
+916475442403,0.0,0.0,0.0,2,2,2.0
+918941563701,0.0,0.0,0.0,2,2,2.0
+916496820857,0.0,0.0,0.0,2,2,2.0
+918924610013,0.0,0.0,0.0,2,2,2.0
+916498196544,0.0,0.0,0.0,2,2,2.0
+916195711623,0.0,0.0,0.0,2,2,2.0
+916405914535,0.0,0.0,0.0,2,2,2.0
+916170897645,0.0,0.0,0.0,2,2,2.0
+919379461109,0.0,0.0,0.0,2,2,2.0
+916179241714,0.0,0.0,0.0,2,2,2.0
+919174605767,0.0,0.0,0.0,2,2,2.0
+918915397838,0.0,0.0,0.0,2,2,2.0
+919025886399,0.0,0.0,0.0,2,2,2.0
+916417145504,0.0,0.0,0.0,2,2,2.0
+918916910895,0.0,0.0,0.0,2,2,2.0
+918917718347,0.0,0.0,0.0,2,2,2.0
+916510900132,0.0,0.0,0.0,2,2,2.0
+918918174903,0.0,0.0,0.0,2,2,2.0
+919170591407,0.0,0.0,0.0,2,2,2.0
+918919767113,0.0,0.0,0.0,2,2,2.0
+919914195800,0.0,0.0,0.0,2,2,2.0
+916268925476,0.0,0.0,0.0,2,2,2.0
+916194745639,0.0,0.0,0.0,2,2,2.0
+916474734300,0.0,0.0,0.0,2,2,2.0
+918946984551,0.0,0.0,0.0,2,2,2.0
+918836372208,0.0,0.0,0.0,2,2,2.0
+919136704989,0.0,0.0,0.0,2,2,2.0
+916454551661,0.0,0.0,0.0,2,2,2.0
+916453828045,0.0,0.0,0.0,2,2,2.0
+919004572466,0.0,0.0,0.0,2,2,2.0
+919142196113,0.0,0.0,0.0,2,2,2.0
+916250887122,0.0,0.0,0.0,2,2,2.0
+919833439214,0.0,0.0,0.0,2,2,2.0
+919002780200,0.0,0.0,0.0,2,2,2.0
+916448821912,0.0,0.0,0.0,2,2,2.0
+919933407533,0.0,0.0,0.0,2,2,2.0
+916474542683,0.0,0.0,0.0,2,2,2.0
+916438480466,0.0,0.0,0.0,2,2,2.0
+916266627383,0.0,0.0,0.0,2,2,2.0
+918989461750,0.0,0.0,0.0,2,2,2.0
+918997721215,0.0,0.0,0.0,2,2,2.0
+916444052508,0.0,0.0,0.0,2,2,2.0
+918996792405,0.0,0.0,0.0,2,2,2.0
+918991167412,0.0,0.0,0.0,2,2,2.0
+919136028236,0.0,0.0,0.0,2,2,2.0
+916454649843,0.0,0.0,0.0,2,2,2.0
+918971575117,0.0,0.0,0.0,2,2,2.0
+919387965223,0.0,0.0,0.0,2,2,2.0
+919006267645,0.0,0.0,0.0,2,2,2.0
+919971290563,0.0,0.0,0.0,2,2,2.0
+916474253977,0.0,0.0,0.0,2,2,2.0
+916473598591,0.0,0.0,0.0,2,2,2.0
+916472662201,0.0,0.0,0.0,2,2,2.0
+919380168401,0.0,0.0,0.0,2,2,2.0
+916224606039,0.0,0.0,0.0,2,2,2.0
+916229717072,0.0,0.0,0.0,2,2,2.0
+919388978530,0.0,0.0,0.0,2,2,2.0
+919927071218,0.0,0.0,0.0,2,2,2.0
+916230563249,0.0,0.0,0.0,2,2,2.0
+918961490489,0.0,0.0,0.0,2,2,2.0
+919148083769,0.0,0.0,0.0,2,2,2.0
+916239529429,0.0,0.0,0.0,2,2,2.0
+919383713928,0.0,0.0,0.0,2,2,2.0
+919146283358,0.0,0.0,0.0,2,2,2.0
+919007867056,0.0,0.0,0.0,2,2,2.0
+919144582618,0.0,0.0,0.0,2,2,2.0
+919376782338,0.0,0.0,0.0,2,2,2.0
+919183056947,0.0,0.0,0.0,2,2,2.0
+918910925930,0.0,0.0,0.0,2,2,2.0
+916114621059,0.0,0.0,0.0,2,2,2.0
+916383401142,0.0,0.0,0.0,2,2,2.0
+918848622405,0.0,0.0,0.0,2,2,2.0
+916604292068,0.0,0.0,0.0,2,2,2.0
+918848768687,0.0,0.0,0.0,2,2,2.0
+918848779367,0.0,0.0,0.0,2,2,2.0
+916385380809,0.0,0.0,0.0,2,2,2.0
+919043665576,0.0,0.0,0.0,2,2,2.0
+916113296660,0.0,0.0,0.0,2,2,2.0
+916115048852,0.0,0.0,0.0,2,2,2.0
+918910315491,0.0,0.0,0.0,2,2,2.0
+919982759030,0.0,0.0,0.0,2,2,2.0
+919204265580,0.0,0.0,0.0,2,2,2.0
+916586694191,0.0,0.0,0.0,2,2,2.0
+916585026767,0.0,0.0,0.0,2,2,2.0
+918859974994,0.0,0.0,0.0,2,2,2.0
+916584614748,0.0,0.0,0.0,2,2,2.0
+919401990661,0.0,0.0,0.0,2,2,2.0
+919951689598,0.0,0.0,0.0,2,2,2.0
+916604798837,0.0,0.0,0.0,2,2,2.0
+918846629855,0.0,0.0,0.0,2,2,2.0
+916606126714,0.0,0.0,0.0,2,2,2.0
+916109372797,0.0,0.0,0.0,2,2,2.0
+919229803341,0.0,0.0,0.0,2,2,2.0
+919229338908,0.0,0.0,0.0,2,2,2.0
+919051876269,0.0,0.0,0.0,2,2,2.0
+916099618054,0.0,0.0,0.0,2,2,2.0
+916439026847,0.0,0.0,0.0,2,2,2.0
+916101951348,0.0,0.0,0.0,2,2,2.0
+916103275787,0.0,0.0,0.0,2,2,2.0
+919408158967,0.0,0.0,0.0,2,2,2.0
+916622506457,0.0,0.0,0.0,2,2,2.0
+916296920488,0.0,0.0,0.0,2,2,2.0
+916104915160,0.0,0.0,0.0,2,2,2.0
+916620909413,0.0,0.0,0.0,2,2,2.0
+916617334122,0.0,0.0,0.0,2,2,2.0
+919403934102,0.0,0.0,0.0,2,2,2.0
+919048709223,0.0,0.0,0.0,2,2,2.0
+918842543663,0.0,0.0,0.0,2,2,2.0
+916607453172,0.0,0.0,0.0,2,2,2.0
+919964561572,0.0,0.0,0.0,2,2,2.0
+918869844403,0.0,0.0,0.0,2,2,2.0
+918872655597,0.0,0.0,0.0,2,2,2.0
+916146434675,0.0,0.0,0.0,2,2,2.0
+916149440499,0.0,0.0,0.0,2,2,2.0
+918890333229,0.0,0.0,0.0,2,2,2.0
+916559345107,0.0,0.0,0.0,2,2,2.0
+916557962544,0.0,0.0,0.0,2,2,2.0
+919901522635,0.0,0.0,0.0,2,2,2.0
+916548253077,0.0,0.0,0.0,2,2,2.0
+919349404242,0.0,0.0,0.0,2,2,2.0
+919979081895,0.0,0.0,0.0,2,2,2.0
+919902185765,0.0,0.0,0.0,2,2,2.0
+919187856835,0.0,0.0,0.0,2,2,2.0
+918906240133,0.0,0.0,0.0,2,2,2.0
+916529127472,0.0,0.0,0.0,2,2,2.0
+916158940857,0.0,0.0,0.0,2,2,2.0
+919185810477,0.0,0.0,0.0,2,2,2.0
+916525442418,0.0,0.0,0.0,2,2,2.0
+919185236129,0.0,0.0,0.0,2,2,2.0
+918909950658,0.0,0.0,0.0,2,2,2.0
+916563892762,0.0,0.0,0.0,2,2,2.0
+919190818922,0.0,0.0,0.0,2,2,2.0
+919203130378,0.0,0.0,0.0,2,2,2.0
+916145324848,0.0,0.0,0.0,2,2,2.0
+916327193468,0.0,0.0,0.0,2,2,2.0
+919041402811,0.0,0.0,0.0,2,2,2.0
+919037822581,0.0,0.0,0.0,2,2,2.0
+916578017520,0.0,0.0,0.0,2,2,2.0
+916284163676,0.0,0.0,0.0,2,2,2.0
+916401367627,0.0,0.0,0.0,2,2,2.0
+918879050715,0.0,0.0,0.0,2,2,2.0
+919196648040,0.0,0.0,0.0,2,2,2.0
+916401937916,0.0,0.0,0.0,2,2,2.0
+919195633517,0.0,0.0,0.0,2,2,2.0
+916575901270,0.0,0.0,0.0,2,2,2.0
+916133536715,0.0,0.0,0.0,2,2,2.0
+916135898407,0.0,0.0,0.0,2,2,2.0
+919192305512,0.0,0.0,0.0,2,2,2.0
+916573663006,0.0,0.0,0.0,2,2,2.0
+916573232183,0.0,0.0,0.0,2,2,2.0
+916572982071,0.0,0.0,0.0,2,2,2.0
+916450064530,0.0,0.0,0.0,2,2,2.0
+917815524404,0.0,0.0,0.0,2,2,2.0
+919831172610,0.0,0.0,0.0,2,2,2.0
+919689799468,0.0,0.0,0.0,2,2,2.0
+918142604436,0.0,0.0,0.0,2,2,2.0
+919691202907,0.0,0.0,0.0,2,2,2.0
+917476969601,0.0,0.0,0.0,2,2,2.0
+918145778698,0.0,0.0,0.0,2,2,2.0
